row_key	check	status	detail
V48_HO_001	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_001	field_matches.action_id	PASS	expected=V48_HO_001 observed=V48_HO_001
V48_HO_001	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_001	field_matches.priority	PASS	expected=low observed=low
V48_HO_001	field_matches.item	PASS	expected=MS-UC is strongest tested genome-wide genetics comparator observed=MS-UC is strongest tested genome-wide genetics comparator
V48_HO_001	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_001	field_matches.input_rows	PASS	expected=V48_FG_001 observed=V48_FG_001
V48_HO_001	field_matches.next_step	PASS	expected=No action needed for current interpretation; future refresh should hash and rerun the external summary-statistic inputs if imported. observed=No action needed for current interpretation; future refresh should hash and rerun the external summary-statistic inputs if imported.
V48_HO_001	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_002	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_002	field_matches.action_id	PASS	expected=V48_HO_002 observed=V48_HO_002
V48_HO_002	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_002	field_matches.priority	PASS	expected=low observed=low
V48_HO_002	field_matches.item	PASS	expected=Layer-specific autoimmune transfer-validity map observed=Layer-specific autoimmune transfer-validity map
V48_HO_002	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_002	field_matches.input_rows	PASS	expected=V48_FG_002 observed=V48_FG_002
V48_HO_002	field_matches.next_step	PASS	expected=If pursued clinically, ground specific treatment-transfer claims in predefined patient-level or pharmacovigilance data. observed=If pursued clinically, ground specific treatment-transfer claims in predefined patient-level or pharmacovigilance data.
V48_HO_002	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_003	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_003	field_matches.action_id	PASS	expected=V48_HO_003 observed=V48_HO_003
V48_HO_003	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_003	field_matches.priority	PASS	expected=high observed=high
V48_HO_003	field_matches.item	PASS	expected=Bounded APC/HLA-II early treatment-response monitoring scalar observed=Bounded APC/HLA-II early treatment-response monitoring scalar
V48_HO_003	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_003	field_matches.input_rows	PASS	expected=V48_FG_003 observed=V48_FG_003
V48_HO_003	field_matches.next_step	PASS	expected=Validate with the frozen V42/V44 harness on a paired labeled DMF cohort; do not use label context as validation. observed=Validate with the frozen V42/V44 harness on a paired labeled DMF cohort; do not use label context as validation.
V48_HO_003	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_004	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_004	field_matches.action_id	PASS	expected=V48_HO_004 observed=V48_HO_004
V48_HO_004	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_004	field_matches.priority	PASS	expected=low observed=low
V48_HO_004	field_matches.item	PASS	expected=V22 scalar is immune-tone bounded, not steroid/composition artifact observed=V22 scalar is immune-tone bounded, not steroid/composition artifact
V48_HO_004	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_004	field_matches.input_rows	PASS	expected=V48_FG_004 observed=V48_FG_004
V48_HO_004	field_matches.next_step	PASS	expected=Use the V42/V44 confounder and batch diagnostics when real validation data arrive. observed=Use the V42/V44 confounder and batch diagnostics when real validation data arrive.
V48_HO_004	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_005	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_005	field_matches.action_id	PASS	expected=V48_HO_005 observed=V48_HO_005
V48_HO_005	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_005	field_matches.priority	PASS	expected=low observed=low
V48_HO_005	field_matches.item	PASS	expected=Coupled APC remodeling architecture observed=Coupled APC remodeling architecture
V48_HO_005	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_005	field_matches.input_rows	PASS	expected=V48_FG_005 observed=V48_FG_005
V48_HO_005	field_matches.next_step	PASS	expected=Import specific CD74, MIF, HLA, and APC-axis external records only as segregated future-grounding context before comparing them to V26. observed=Import specific CD74, MIF, HLA, and APC-axis external records only as segregated future-grounding context before comparing them to V26.
V48_HO_005	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_006	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_006	field_matches.action_id	PASS	expected=V48_HO_006 observed=V48_HO_006
V48_HO_006	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_006	field_matches.priority	PASS	expected=low observed=low
V48_HO_006	field_matches.item	PASS	expected=T/B-readable early IFN/APC/STAT1 monitoring state observed=T/B-readable early IFN/APC/STAT1 monitoring state
V48_HO_006	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_006	field_matches.input_rows	PASS	expected=V48_FG_006 observed=V48_FG_006
V48_HO_006	field_matches.next_step	PASS	expected=Ground only in paired response data with compartment-resolved or deconvolved readouts. observed=Ground only in paired response data with compartment-resolved or deconvolved readouts.
V48_HO_006	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_007	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_007	field_matches.action_id	PASS	expected=V48_HO_007 observed=V48_HO_007
V48_HO_007	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_007	field_matches.priority	PASS	expected=low observed=low
V48_HO_007	field_matches.item	PASS	expected=Postpartum HLA-II/CD64 APC-arm imbalance observed=Postpartum HLA-II/CD64 APC-arm imbalance
V48_HO_007	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_007	field_matches.input_rows	PASS	expected=V48_FG_007 observed=V48_FG_007
V48_HO_007	field_matches.next_step	PASS	expected=Acquire true postpartum MS immune trajectory data with relapse-window timing. observed=Acquire true postpartum MS immune trajectory data with relapse-window timing.
V48_HO_007	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_008	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_008	field_matches.action_id	PASS	expected=V48_HO_008 observed=V48_HO_008
V48_HO_008	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_008	field_matches.priority	PASS	expected=high observed=high
V48_HO_008	field_matches.item	PASS	expected=ZMIZ1 opposite-direction MS/Crohn decoupling observed=ZMIZ1 opposite-direction MS/Crohn decoupling
V48_HO_008	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_008	field_matches.input_rows	PASS	expected=V48_FG_008 observed=V48_FG_008
V48_HO_008	field_matches.next_step	PASS	expected=Create a future-grounding task only after importing specific ZMIZ1 records with source snapshots and hashes. observed=Create a future-grounding task only after importing specific ZMIZ1 records with source snapshots and hashes.
V48_HO_008	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_009	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_009	field_matches.action_id	PASS	expected=V48_HO_009 observed=V48_HO_009
V48_HO_009	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_009	field_matches.priority	PASS	expected=high observed=high
V48_HO_009	field_matches.item	PASS	expected=chr1 KIF21B/GPR25 locus resolves to real biology but hard target observed=chr1 KIF21B/GPR25 locus resolves to real biology but hard target
V48_HO_009	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_009	field_matches.input_rows	PASS	expected=V48_FG_009 observed=V48_FG_009
V48_HO_009	field_matches.next_step	PASS	expected=Import specific GWAS Catalog associations only as future-grounding records before comparison. observed=Import specific GWAS Catalog associations only as future-grounding records before comparison.
V48_HO_009	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_010	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_010	field_matches.action_id	PASS	expected=V48_HO_010 observed=V48_HO_010
V48_HO_010	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_010	field_matches.priority	PASS	expected=low observed=low
V48_HO_010	field_matches.item	PASS	expected=PTGER4 mixed shared/distinct signal closes naive transfer observed=PTGER4 mixed shared/distinct signal closes naive transfer
V48_HO_010	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_010	field_matches.input_rows	PASS	expected=V48_FG_010 observed=V48_FG_010
V48_HO_010	field_matches.next_step	PASS	expected=Leave PTGER4 closed unless signal-specific external data are imported and grounded. observed=Leave PTGER4 closed unless signal-specific external data are imported and grounded.
V48_HO_010	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_011	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_011	field_matches.action_id	PASS	expected=V48_HO_011 observed=V48_HO_011
V48_HO_011	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_011	field_matches.priority	PASS	expected=low observed=low
V48_HO_011	field_matches.item	PASS	expected=No validated broad immune-state simulator from held data observed=No validated broad immune-state simulator from held data
V48_HO_011	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_011	field_matches.input_rows	PASS	expected=V48_FG_011 observed=V48_FG_011
V48_HO_011	field_matches.next_step	PASS	expected=Do not reopen simulator claims without a held-out perturbation dataset and frozen split. observed=Do not reopen simulator claims without a held-out perturbation dataset and frozen split.
V48_HO_011	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_012	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_012	field_matches.action_id	PASS	expected=V48_HO_012 observed=V48_HO_012
V48_HO_012	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_012	field_matches.priority	PASS	expected=low observed=low
V48_HO_012	field_matches.item	PASS	expected=Coupled-axis successor rule does not beat scalar observed=Coupled-axis successor rule does not beat scalar
V48_HO_012	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_012	field_matches.input_rows	PASS	expected=V48_FG_012 observed=V48_FG_012
V48_HO_012	field_matches.next_step	PASS	expected=Keep V27 negative-established unless a future external cohort is tested with the frozen scalar and any pre-locked successor under a preregistered comparison. observed=Keep V27 negative-established unless a future external cohort is tested with the frozen scalar and any pre-locked successor under a preregistered comparison.
V48_HO_012	field_matches.boundary	PASS	expected=future-grounding handoff only; queued items are not findings observed=future-grounding handoff only; queued items are not findings
V48_HO_013	action_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/unresolved_external_coverage_handoff_v48.tsv
V48_HO_013	field_matches.action_id	PASS	expected=V48_HO_013 observed=V48_HO_013
V48_HO_013	field_matches.action_type	PASS	expected=future_grounding_queue observed=future_grounding_queue
V48_HO_013	field_matches.priority	PASS	expected=low observed=low
V48_HO_013	field_matches.item	PASS	expected=Mucosal IBD early IFN/APC downshift validates while baseline fallback fails observed=Mucosal IBD early IFN/APC downshift validates while baseline fallback fails
V48_HO_013	field_matches.source_artifact	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
V48_HO_013	field_matches.input_rows	PASS	expected=V48_FG_013 observed=V48_FG_013
